loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,income_to_loan_ratio,total_assets,loan_status_encoded,cibil_range,loan_to_income_ratio,lti_range,loan_status_numeric,education_numeric,self_employed_numeric
1111,5,Graduate,Yes,8100000,32100000,6,823,18200000,1800000,24100000,6500000,Approved,0.2523364485981308,50600000,1,Excellent (800+),3.962962962962963,Low (2-4x),1,1,1
1112,0,Graduate,No,1400000,5000000,8,686,1800000,1900000,3200000,1500000,Approved,0.28,8400000,1,Fair (600-700),3.5714285714285716,Low (2-4x),1,1,0
1113,1,Graduate,No,1600000,6300000,2,721,3000000,600000,5200000,900000,Approved,0.2539682539682539,9700000,1,Good (700-750),3.9375,Low (2-4x),1,1,0
1114,4,Graduate,No,4600000,9400000,18,545,800000,2400000,11500000,6300000,Rejected,0.4893617021276595,21000000,0,Poor (0-600),2.0434782608695654,Low (2-4x),0,1,0
1115,1,Not Graduate,No,2900000,8900000,6,523,900000,5600000,9700000,1800000,Rejected,0.3258426966292135,18000000,0,Poor (0-600),3.0689655172413794,Low (2-4x),0,0,0
1116,2,Graduate,Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000,Approved,0.3453815261044177,58400000,1,Fair (600-700),2.895348837209302,Low (2-4x),1,1,1
1117,4,Not Graduate,No,3800000,14900000,20,428,6500000,3500000,12200000,2500000,Rejected,0.2550335570469799,24700000,0,Poor (0-600),3.9210526315789473,Low (2-4x),0,0,0
1118,0,Not Graduate,No,8200000,20300000,4,666,13100000,10200000,25900000,7800000,Approved,0.4039408866995074,57000000,1,Fair (600-700),2.475609756097561,Low (2-4x),1,0,0
1119,3,Graduate,No,3200000,10100000,20,704,3400000,4800000,9000000,3900000,Approved,0.3168316831683168,21100000,1,Good (700-750),3.15625,Low (2-4x),1,1,0
1120,0,Not Graduate,Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000,Approved,0.3403361344537815,50400000,1,Very Good (750-800),2.9382716049382718,Low (2-4x),1,0,1
1121,1,Graduate,Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000,Rejected,0.4206008583690987,60200000,0,Poor (0-600),2.377551020408163,Low (2-4x),0,1,1
1122,0,Not Graduate,No,200000,500000,20,615,500000,200000,600000,200000,Approved,0.4,1500000,1,Fair (600-700),2.5,Low (2-4x),1,0,0
1123,0,Not Graduate,No,6600000,14100000,20,360,6800000,5100000,25400000,7800000,Rejected,0.4680851063829787,45100000,0,Poor (0-600),2.1363636363636362,Low (2-4x),0,0,0
1124,0,Not Graduate,No,9100000,18300000,14,458,6100000,9200000,34100000,10000000,Rejected,0.4972677595628415,59400000,0,Poor (0-600),2.010989010989011,Low (2-4x),0,0,0
1125,2,Not Graduate,No,5500000,20400000,12,887,8800000,9400000,12300000,3300000,Approved,0.2696078431372549,33800000,1,Excellent (800+),3.709090909090909,Low (2-4x),1,0,0
1126,4,Not Graduate,No,7200000,27400000,8,735,14100000,14200000,19400000,9500000,Approved,0.2627737226277372,57200000,1,Good (700-750),3.8055555555555554,Low (2-4x),1,0,0
1127,1,Not Graduate,No,2400000,5600000,16,379,3700000,600000,7200000,3400000,Rejected,0.4285714285714285,14900000,0,Poor (0-600),2.3333333333333335,Low (2-4x),0,0,0
1128,4,Graduate,No,9600000,25500000,20,544,4000000,11400000,23800000,11100000,Rejected,0.3764705882352941,50300000,0,Poor (0-600),2.65625,Low (2-4x),0,1,0
1129,1,Graduate,Yes,5800000,16700000,12,721,1100000,9700000,17200000,7500000,Approved,0.3473053892215569,35500000,1,Good (700-750),2.8793103448275863,Low (2-4x),1,1,1
1130,4,Not Graduate,No,2300000,6000000,8,676,6000000,400000,4800000,2200000,Approved,0.3833333333333333,13400000,1,Fair (600-700),2.608695652173913,Low (2-4x),1,0,0
1131,1,Not Graduate,No,300000,1200000,4,342,800000,100000,1100000,200000,Approved,0.25,2200000,1,Poor (0-600),4.0,Low (2-4x),1,0,0
1132,0,Not Graduate,No,9900000,27000000,16,566,3500000,17300000,36900000,11500000,Approved,0.3666666666666666,69200000,1,Poor (0-600),2.727272727272727,Low (2-4x),1,0,0
1133,2,Not Graduate,No,3500000,14000000,2,355,8700000,1600000,11800000,2900000,Approved,0.25,25000000,1,Poor (0-600),4.0,Low (2-4x),1,0,0
1134,2,Graduate,No,4800000,18500000,20,605,5700000,5500000,14700000,5800000,Approved,0.2594594594594595,31700000,1,Fair (600-700),3.8541666666666665,Low (2-4x),1,1,0
1135,2,Not Graduate,No,1600000,5200000,16,525,300000,2900000,5600000,1600000,Rejected,0.3076923076923077,10400000,0,Poor (0-600),3.25,Low (2-4x),0,0,0
1136,5,Graduate,Yes,800000,2500000,12,403,500000,0,3200000,800000,Rejected,0.32,4500000,0,Poor (0-600),3.125,Low (2-4x),0,1,1
1137,1,Graduate,Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000,Approved,0.2686567164179104,62700000,1,Good (700-750),3.7222222222222223,Low (2-4x),1,1,1
1138,1,Graduate,No,8300000,28900000,12,529,18300000,3900000,32500000,5800000,Rejected,0.28719723183391,60500000,0,Poor (0-600),3.4819277108433737,Low (2-4x),0,1,0
1139,4,Graduate,No,2800000,6100000,18,415,2200000,4200000,8400000,2000000,Rejected,0.4590163934426229,16800000,0,Poor (0-600),2.1785714285714284,Low (2-4x),0,1,0
1140,1,Graduate,Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000,Approved,0.3699421965317919,34700000,1,Excellent (800+),2.703125,Low (2-4x),1,1,1
1141,2,Not Graduate,Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000,Approved,0.4761904761904761,39100000,1,Fair (600-700),2.1,Low (2-4x),1,0,1
1142,0,Graduate,No,2900000,9800000,16,395,5400000,4300000,8600000,2400000,Rejected,0.2959183673469387,20700000,0,Poor (0-600),3.3793103448275863,Low (2-4x),0,1,0
1143,0,Graduate,No,6500000,24100000,20,488,3300000,6000000,22900000,9700000,Rejected,0.2697095435684647,41900000,0,Poor (0-600),3.707692307692308,Low (2-4x),0,1,0
1144,1,Graduate,Yes,200000,400000,8,569,200000,200000,700000,300000,Approved,0.5,1400000,1,Poor (0-600),2.0,Very Low (0-2x),1,1,1
1145,1,Not Graduate,No,8400000,24600000,14,817,1800000,13100000,31300000,8200000,Approved,0.3414634146341463,54400000,1,Excellent (800+),2.9285714285714284,Low (2-4x),1,0,0
1146,1,Graduate,Yes,6100000,17800000,20,706,16000000,10900000,16900000,4300000,Approved,0.3426966292134831,48100000,1,Good (700-750),2.918032786885246,Low (2-4x),1,1,1
1147,2,Graduate,Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000,Approved,0.2564102564102564,41600000,1,Poor (0-600),3.9,Low (2-4x),1,1,1
1148,5,Not Graduate,Yes,900000,1800000,14,464,2300000,300000,1800000,700000,Rejected,0.5,5100000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,1
1149,2,Graduate,No,7300000,20000000,6,729,13100000,10700000,17900000,9100000,Approved,0.365,50800000,1,Good (700-750),2.73972602739726,Low (2-4x),1,1,0
1150,4,Not Graduate,Yes,3700000,7400000,12,363,4800000,6800000,10500000,4400000,Rejected,0.5,26500000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,1
1151,2,Graduate,No,5200000,17200000,12,565,3500000,1300000,20000000,6300000,Approved,0.3023255813953488,31100000,1,Poor (0-600),3.3076923076923075,Low (2-4x),1,1,0
1152,1,Graduate,No,7200000,21000000,14,421,3500000,11600000,21800000,4600000,Rejected,0.3428571428571428,41500000,0,Poor (0-600),2.9166666666666665,Low (2-4x),0,1,0
1153,0,Not Graduate,Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000,Rejected,0.2748538011695906,67600000,0,Poor (0-600),3.6382978723404253,Low (2-4x),0,0,1
1154,3,Not Graduate,Yes,3400000,12400000,2,730,2500000,3900000,12200000,4600000,Approved,0.2741935483870967,23200000,1,Good (700-750),3.6470588235294117,Low (2-4x),1,0,1
1155,0,Graduate,No,600000,2300000,8,627,1800000,500000,2200000,300000,Approved,0.2608695652173913,4800000,1,Fair (600-700),3.8333333333333335,Low (2-4x),1,1,0
1156,0,Not Graduate,Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000,Rejected,0.33,24100000,0,Poor (0-600),3.0303030303030303,Low (2-4x),0,0,1
1157,2,Graduate,Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000,Rejected,0.4125874125874126,37300000,0,Poor (0-600),2.4237288135593222,Low (2-4x),0,1,1
1158,3,Not Graduate,No,1300000,3600000,16,624,2400000,2300000,3300000,1900000,Approved,0.3611111111111111,9900000,1,Fair (600-700),2.769230769230769,Low (2-4x),1,0,0
1159,4,Graduate,Yes,5700000,16900000,4,656,13000000,7400000,22000000,8400000,Approved,0.3372781065088757,50800000,1,Fair (600-700),2.9649122807017543,Low (2-4x),1,1,1
1160,2,Not Graduate,No,7700000,27300000,16,758,7300000,4600000,24800000,9100000,Approved,0.282051282051282,45800000,1,Very Good (750-800),3.5454545454545454,Low (2-4x),1,0,0
1161,4,Not Graduate,Yes,7000000,23500000,18,336,15000000,9500000,19700000,7800000,Rejected,0.2978723404255319,52000000,0,Poor (0-600),3.357142857142857,Low (2-4x),0,0,1
1162,5,Graduate,No,8100000,21900000,18,378,5200000,3400000,16200000,9600000,Rejected,0.3698630136986301,34400000,0,Poor (0-600),2.7037037037037037,Low (2-4x),0,1,0
1163,1,Graduate,Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,Approved,0.4523809523809524,15900000,1,Fair (600-700),2.210526315789474,Low (2-4x),1,1,1
1164,2,Graduate,No,4500000,9100000,18,593,-100000,600000,12400000,2500000,Approved,0.4945054945054945,15400000,1,Poor (0-600),2.022222222222222,Low (2-4x),1,1,0
1165,0,Not Graduate,Yes,9600000,34000000,12,710,23800000,10300000,38100000,7800000,Approved,0.2823529411764706,80000000,1,Good (700-750),3.5416666666666665,Low (2-4x),1,0,1
1166,1,Not Graduate,Yes,5400000,20700000,8,753,1900000,800000,19000000,3600000,Approved,0.2608695652173913,25300000,1,Very Good (750-800),3.8333333333333335,Low (2-4x),1,0,1
1167,1,Not Graduate,Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000,Rejected,0.2867647058823529,48000000,0,Poor (0-600),3.4871794871794872,Low (2-4x),0,0,1
1168,1,Graduate,Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000,Approved,0.4293193717277487,67500000,1,Fair (600-700),2.3292682926829267,Low (2-4x),1,1,1
1169,2,Graduate,No,8900000,28500000,6,367,22200000,16600000,21500000,9300000,Rejected,0.312280701754386,69600000,0,Poor (0-600),3.202247191011236,Low (2-4x),0,1,0
1170,1,Graduate,No,1400000,3100000,20,384,200000,1200000,4200000,1800000,Rejected,0.4516129032258064,7400000,0,Poor (0-600),2.2142857142857144,Low (2-4x),0,1,0
1171,2,Graduate,No,1700000,5900000,16,610,3100000,300000,3700000,1300000,Approved,0.288135593220339,8400000,1,Fair (600-700),3.4705882352941178,Low (2-4x),1,1,0
1172,0,Graduate,No,5300000,19500000,12,802,9800000,3300000,15200000,3200000,Approved,0.2717948717948718,31500000,1,Excellent (800+),3.6792452830188678,Low (2-4x),1,1,0
1173,3,Graduate,No,6500000,25200000,10,858,15400000,10900000,14000000,8100000,Approved,0.2579365079365079,48400000,1,Excellent (800+),3.876923076923077,Low (2-4x),1,1,0
1174,2,Graduate,No,5900000,14000000,8,599,4700000,9500000,17800000,6700000,Approved,0.4214285714285714,38700000,1,Poor (0-600),2.3728813559322033,Low (2-4x),1,1,0
1175,4,Graduate,Yes,9800000,27000000,2,395,18700000,3000000,23000000,9700000,Rejected,0.362962962962963,54400000,0,Poor (0-600),2.7551020408163267,Low (2-4x),0,1,1
1176,3,Graduate,Yes,7700000,16200000,6,380,11500000,15100000,22500000,6400000,Rejected,0.4753086419753086,55500000,0,Poor (0-600),2.103896103896104,Low (2-4x),0,1,1
1177,1,Graduate,No,7900000,27100000,10,803,20000000,9800000,22200000,6600000,Approved,0.2915129151291513,58600000,1,Excellent (800+),3.430379746835443,Low (2-4x),1,1,0
1178,4,Graduate,No,3500000,8900000,20,809,7100000,1500000,13700000,3200000,Approved,0.3932584269662921,25500000,1,Excellent (800+),2.5428571428571427,Low (2-4x),1,1,0
1179,4,Not Graduate,No,2400000,6600000,2,722,6100000,3300000,5600000,3000000,Approved,0.3636363636363636,18000000,1,Good (700-750),2.75,Low (2-4x),1,0,0
1180,5,Graduate,No,9900000,35700000,10,392,7900000,4300000,39200000,13000000,Rejected,0.2773109243697479,64400000,0,Poor (0-600),3.606060606060606,Low (2-4x),0,1,0
1181,0,Graduate,No,3900000,14500000,8,545,5900000,3000000,10300000,3400000,Rejected,0.2689655172413793,22600000,0,Poor (0-600),3.717948717948718,Low (2-4x),0,1,0
1182,2,Not Graduate,Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000,Approved,0.256140350877193,44700000,1,Very Good (750-800),3.904109589041096,Low (2-4x),1,0,1
1183,0,Graduate,Yes,6400000,21900000,12,727,15400000,10100000,24000000,5300000,Approved,0.2922374429223744,54800000,1,Good (700-750),3.421875,Low (2-4x),1,1,1
1184,4,Graduate,No,7100000,19800000,18,530,7100000,3400000,20900000,7100000,Rejected,0.3585858585858585,38500000,0,Poor (0-600),2.788732394366197,Low (2-4x),0,1,0
1185,2,Not Graduate,No,8800000,19000000,14,637,13700000,13900000,27100000,6100000,Approved,0.4631578947368421,60800000,1,Fair (600-700),2.159090909090909,Low (2-4x),1,0,0
1186,5,Graduate,No,7400000,21000000,4,561,21300000,3800000,26400000,3900000,Approved,0.3523809523809524,55400000,1,Poor (0-600),2.8378378378378377,Low (2-4x),1,1,0
1187,2,Not Graduate,No,4400000,12000000,20,421,9300000,2700000,15700000,3400000,Rejected,0.3666666666666666,31100000,0,Poor (0-600),2.727272727272727,Low (2-4x),0,0,0
1188,3,Graduate,Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000,Rejected,0.2838283828382838,49000000,0,Poor (0-600),3.5232558139534884,Low (2-4x),0,1,1
1189,3,Not Graduate,No,6900000,26000000,14,828,14800000,4200000,18500000,3600000,Approved,0.2653846153846154,41100000,1,Excellent (800+),3.7681159420289854,Low (2-4x),1,0,0
1190,4,Graduate,No,9600000,27500000,20,679,23400000,7500000,37800000,6300000,Approved,0.3490909090909091,75000000,1,Fair (600-700),2.8645833333333335,Low (2-4x),1,1,0
1191,2,Graduate,Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000,Rejected,0.3151750972762646,63100000,0,Poor (0-600),3.1728395061728394,Low (2-4x),0,1,1
1192,0,Not Graduate,No,2600000,9400000,18,879,2800000,1400000,5100000,2300000,Approved,0.2765957446808511,11600000,1,Excellent (800+),3.6153846153846154,Low (2-4x),1,0,0
1193,3,Graduate,Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000,Approved,0.3563218390804598,66900000,1,Fair (600-700),2.806451612903226,Low (2-4x),1,1,1
1194,2,Not Graduate,Yes,2100000,5600000,16,426,400000,300000,7100000,1200000,Rejected,0.375,9000000,0,Poor (0-600),2.6666666666666665,Low (2-4x),0,0,1
1195,4,Not Graduate,Yes,9000000,21500000,14,508,16600000,17300000,24300000,13100000,Rejected,0.4186046511627907,71300000,0,Poor (0-600),2.388888888888889,Low (2-4x),0,0,1
1196,3,Not Graduate,Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000,Approved,0.3645833333333333,49200000,1,Very Good (750-800),2.742857142857143,Low (2-4x),1,0,1
1197,3,Not Graduate,No,2200000,6400000,20,667,6300000,3900000,8300000,2900000,Approved,0.34375,21400000,1,Fair (600-700),2.909090909090909,Low (2-4x),1,0,0
1198,5,Graduate,Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000,Approved,0.2659574468085106,44400000,1,Poor (0-600),3.76,Low (2-4x),1,1,1
1199,1,Graduate,Yes,8300000,16800000,2,366,22000000,6600000,27300000,4500000,Rejected,0.494047619047619,60400000,0,Poor (0-600),2.0240963855421685,Low (2-4x),0,1,1
1200,2,Not Graduate,No,300000,600000,2,383,600000,300000,1100000,400000,Rejected,0.5,2400000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,0
1201,0,Not Graduate,Yes,300000,800000,4,603,800000,200000,600000,200000,Approved,0.375,1800000,1,Fair (600-700),2.6666666666666665,Low (2-4x),1,0,1
1202,3,Graduate,No,3900000,14900000,4,728,4700000,4000000,14900000,5500000,Approved,0.261744966442953,29100000,1,Good (700-750),3.8205128205128207,Low (2-4x),1,1,0
1203,0,Not Graduate,No,6600000,20300000,6,549,10800000,900000,23100000,9800000,Rejected,0.3251231527093596,44600000,0,Poor (0-600),3.0757575757575757,Low (2-4x),0,0,0
1204,0,Graduate,No,4100000,10700000,8,855,11500000,700000,11200000,3100000,Approved,0.3831775700934579,26500000,1,Excellent (800+),2.6097560975609757,Low (2-4x),1,1,0
1205,5,Graduate,Yes,1800000,5300000,12,461,2800000,2000000,4700000,2000000,Rejected,0.3396226415094339,11500000,0,Poor (0-600),2.9444444444444446,Low (2-4x),0,1,1
1206,3,Not Graduate,Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000,Rejected,0.4347826086956521,40200000,0,Poor (0-600),2.3,Low (2-4x),0,0,1
1207,2,Not Graduate,Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000,Approved,0.3722627737226277,35400000,1,Poor (0-600),2.6862745098039214,Low (2-4x),1,0,1
1208,1,Not Graduate,Yes,300000,600000,8,816,600000,300000,1100000,200000,Approved,0.5,2200000,1,Excellent (800+),2.0,Very Low (0-2x),1,0,1
1209,4,Not Graduate,Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000,Approved,0.3771929824561403,26100000,1,Poor (0-600),2.6511627906976742,Low (2-4x),1,0,1
1210,0,Graduate,Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000,Approved,0.2666666666666666,22100000,1,Fair (600-700),3.75,Low (2-4x),1,1,1
1211,4,Not Graduate,Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000,Approved,0.3652173913043478,34500000,1,Poor (0-600),2.738095238095238,Low (2-4x),1,0,1
1212,0,Not Graduate,Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000,Rejected,0.4192139737991266,60100000,0,Poor (0-600),2.3854166666666665,Low (2-4x),0,0,1
1213,4,Graduate,No,1300000,3600000,10,657,3200000,1900000,2900000,1100000,Approved,0.3611111111111111,9100000,1,Fair (600-700),2.769230769230769,Low (2-4x),1,1,0
1214,3,Not Graduate,No,2400000,9300000,2,682,3100000,4400000,5200000,1500000,Approved,0.2580645161290322,14200000,1,Fair (600-700),3.875,Low (2-4x),1,0,0
1215,0,Graduate,No,600000,1600000,10,588,1600000,100000,1100000,300000,Approved,0.375,3100000,1,Poor (0-600),2.6666666666666665,Low (2-4x),1,1,0
1216,5,Graduate,Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000,Rejected,0.2526315789473684,63300000,0,Poor (0-600),3.9583333333333335,Low (2-4x),0,1,1
1217,0,Graduate,No,400000,1200000,4,766,900000,300000,1200000,300000,Approved,0.3333333333333333,2700000,1,Very Good (750-800),3.0,Low (2-4x),1,1,0
1218,4,Graduate,No,5900000,19900000,14,469,14200000,6800000,22100000,3200000,Rejected,0.2964824120603015,46300000,0,Poor (0-600),3.3728813559322033,Low (2-4x),0,1,0
1219,0,Graduate,Yes,700000,1400000,10,618,1300000,200000,1700000,500000,Approved,0.5,3700000,1,Fair (600-700),2.0,Very Low (0-2x),1,1,1
1220,0,Not Graduate,Yes,8600000,17700000,20,711,22000000,0,30800000,7400000,Approved,0.4858757062146893,60200000,1,Good (700-750),2.058139534883721,Low (2-4x),1,0,1
1221,0,Graduate,Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000,Approved,0.2647058823529412,43300000,1,Poor (0-600),3.7777777777777777,Low (2-4x),1,1,1
1222,3,Graduate,Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000,Approved,0.25,23700000,1,Very Good (750-800),4.0,Low (2-4x),1,1,1
1223,4,Not Graduate,Yes,500000,1500000,6,461,1300000,500000,1700000,200000,Rejected,0.3333333333333333,3700000,0,Poor (0-600),3.0,Low (2-4x),0,0,1
1224,2,Graduate,No,1600000,3800000,10,837,3800000,1100000,5500000,1600000,Approved,0.4210526315789473,12000000,1,Excellent (800+),2.375,Low (2-4x),1,1,0
1225,0,Graduate,Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000,Rejected,0.4100418410041841,42700000,0,Poor (0-600),2.438775510204082,Low (2-4x),0,1,1
1226,4,Graduate,No,7800000,29700000,20,614,22000000,700000,26800000,6300000,Approved,0.2626262626262626,55800000,1,Fair (600-700),3.8076923076923075,Low (2-4x),1,1,0
1227,4,Not Graduate,No,6500000,24000000,16,373,5600000,5100000,15600000,6700000,Rejected,0.2708333333333333,33000000,0,Poor (0-600),3.6923076923076925,Low (2-4x),0,0,0
1228,5,Graduate,Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000,Rejected,0.2830188679245283,49100000,0,Poor (0-600),3.533333333333333,Low (2-4x),0,1,1
1229,4,Graduate,Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000,Approved,0.3803418803418803,50300000,1,Very Good (750-800),2.6292134831460676,Low (2-4x),1,1,1
1230,4,Graduate,Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000,Rejected,0.3103448275862069,9500000,0,Poor (0-600),3.2222222222222223,Low (2-4x),0,1,1
1231,1,Not Graduate,Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000,Rejected,0.2733812949640288,33000000,0,Poor (0-600),3.6578947368421053,Low (2-4x),0,0,1
1232,4,Graduate,Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000,Approved,0.2608695652173913,8400000,1,Very Good (750-800),3.8333333333333335,Low (2-4x),1,1,1
1233,5,Graduate,Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000,Approved,0.2596153846153846,15200000,1,Good (700-750),3.8518518518518516,Low (2-4x),1,1,1
1234,1,Not Graduate,Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000,Rejected,0.4220183486238532,19900000,0,Poor (0-600),2.369565217391304,Low (2-4x),0,0,1
